date,mean_temperature,city
1972-12-01,,goiania
1973-01-01,,goiania
1973-02-01,,goiania
1973-03-01,,goiania
1973-04-01,,goiania
1973-05-01,,goiania
1973-06-01,,goiania
1973-07-01,,goiania
1973-08-01,,goiania
1973-09-01,26.58,goiania
1973-10-01,25.16,goiania
1973-11-01,25.46,goiania
1973-12-01,25.38,goiania
1974-01-01,25.04,goiania
1974-02-01,25.58,goiania
1974-03-01,24.49,goiania
1974-04-01,24.71,goiania
1974-05-01,23.11,goiania
1974-06-01,22.0,goiania
1974-07-01,21.0,goiania
1974-08-01,23.66,goiania
1974-09-01,25.83,goiania
1974-10-01,25.76,goiania
1974-11-01,25.7,goiania
1974-12-01,24.58,goiania
1975-01-01,24.87,goiania
1975-02-01,25.44,goiania
1975-03-01,25.56,goiania
1975-04-01,24.49,goiania
1975-05-01,22.54,goiania
1975-06-01,22.13,goiania
1975-07-01,20.66,goiania
1975-08-01,24.28,goiania
1975-09-01,26.27,goiania
1975-10-01,25.21,goiania
1975-11-01,24.85,goiania
1975-12-01,25.19,goiania
1976-01-01,25.55,goiania
1976-02-01,24.81,goiania
1976-03-01,24.91,goiania
1976-04-01,24.58,goiania
1976-05-01,23.43,goiania
1976-06-01,21.69,goiania
1976-07-01,21.92,goiania
1976-08-01,24.0,goiania
1976-09-01,24.09,goiania
1976-10-01,24.94,goiania
1976-11-01,,goiania
1976-12-01,,goiania
1977-01-01,24.56,goiania
1977-02-01,25.25,goiania
1977-03-01,26.52,goiania
1977-04-01,25.04,goiania
1977-05-01,22.51,goiania
1977-06-01,22.63,goiania
1977-07-01,22.56,goiania
1977-08-01,24.63,goiania
1977-09-01,25.02,goiania
1977-10-01,26.47,goiania
1977-11-01,25.69,goiania
1977-12-01,25.75,goiania
1978-01-01,25.34,goiania
1978-02-01,25.46,goiania
1978-03-01,24.96,goiania
1978-04-01,24.41,goiania
1978-05-01,23.06,goiania
1978-06-01,21.45,goiania
1978-07-01,22.43,goiania
1978-08-01,22.77,goiania
1978-09-01,25.24,goiania
1978-10-01,26.37,goiania
1978-11-01,24.99,goiania
1978-12-01,24.81,goiania
1979-01-01,,goiania
1979-02-01,,goiania
1979-03-01,,goiania
1979-04-01,,goiania
1979-05-01,,goiania
1979-06-01,,goiania
1979-07-01,21.91,goiania
1979-08-01,24.07,goiania
1979-09-01,24.95,goiania
1979-10-01,26.45,goiania
1979-11-01,25.31,goiania
1979-12-01,25.53,goiania
1980-01-01,24.77,goiania
1980-02-01,24.53,goiania
1980-03-01,25.96,goiania
1980-04-01,24.93,goiania
1980-05-01,,goiania
1980-06-01,22.54,goiania
1980-07-01,23.13,goiania
1980-08-01,24.89,goiania
1980-09-01,25.02,goiania
1980-10-01,26.95,goiania
1980-11-01,25.63,goiania
1980-12-01,24.44,goiania
1981-01-01,,goiania
1981-02-01,,goiania
1981-03-01,,goiania
1981-04-01,,goiania
1981-05-01,,goiania
1981-06-01,,goiania
1981-07-01,,goiania
1981-08-01,,goiania
1981-09-01,,goiania
1981-10-01,,goiania
1981-11-01,24.85,goiania
1981-12-01,25.68,goiania
1982-01-01,24.51,goiania
1982-02-01,25.67,goiania
1982-03-01,25.74,goiania
1982-04-01,24.35,goiania
1982-05-01,23.0,goiania
1982-06-01,23.31,goiania
1982-07-01,22.42,goiania
1982-08-01,24.01,goiania
1982-09-01,25.36,goiania
1982-10-01,25.54,goiania
1982-11-01,26.53,goiania
1982-12-01,24.74,goiania
1983-01-01,24.95,goiania
1983-02-01,25.85,goiania
1983-03-01,25.25,goiania
1983-04-01,25.44,goiania
1983-05-01,24.36,goiania
1983-06-01,23.47,goiania
1983-07-01,23.1,goiania
1983-08-01,23.71,goiania
1983-09-01,25.95,goiania
1983-10-01,25.09,goiania
1983-11-01,24.78,goiania
1983-12-01,24.25,goiania
1984-01-01,25.54,goiania
1984-02-01,26.02,goiania
1984-03-01,26.1,goiania
1984-04-01,25.22,goiania
1984-05-01,24.74,goiania
1984-06-01,22.57,goiania
1984-07-01,22.93,goiania
1984-08-01,23.66,goiania
1984-09-01,24.41,goiania
1984-10-01,26.62,goiania
1984-11-01,26.25,goiania
1984-12-01,25.26,goiania
1985-01-01,23.83,goiania
1985-02-01,25.66,goiania
1985-03-01,25.67,goiania
1985-04-01,25.06,goiania
1985-05-01,24.61,goiania
1985-06-01,20.07,goiania
1985-07-01,21.54,goiania
1985-08-01,24.55,goiania
1985-09-01,26.44,goiania
1985-10-01,25.17,goiania
1985-11-01,25.18,goiania
1985-12-01,25.32,goiania
1986-01-01,25.19,goiania
1986-02-01,25.38,goiania
1986-03-01,25.68,goiania
1986-04-01,25.77,goiania
1986-05-01,24.59,goiania
1986-06-01,22.1,goiania
1986-07-01,22.29,goiania
1986-08-01,24.66,goiania
1986-09-01,25.22,goiania
1986-10-01,25.6,goiania
1986-11-01,25.68,goiania
1986-12-01,24.87,goiania
1987-01-01,25.79,goiania
1987-02-01,25.43,goiania
1987-03-01,25.22,goiania
1987-04-01,25.56,goiania
1987-05-01,24.48,goiania
1987-06-01,22.83,goiania
1987-07-01,23.12,goiania
1987-08-01,24.15,goiania
1987-09-01,26.95,goiania
1987-10-01,27.17,goiania
1987-11-01,25.78,goiania
1987-12-01,25.15,goiania
1988-01-01,26.03,goiania
1988-02-01,25.34,goiania
1988-03-01,25.59,goiania
1988-04-01,25.96,goiania
1988-05-01,24.61,goiania
1988-06-01,21.71,goiania
1988-07-01,21.45,goiania
1988-08-01,23.41,goiania
1988-09-01,26.58,goiania
1988-10-01,26.14,goiania
1988-11-01,25.53,goiania
1988-12-01,25.13,goiania
1989-01-01,25.24,goiania
1989-02-01,25.37,goiania
1989-03-01,25.36,goiania
1989-04-01,25.59,goiania
1989-05-01,23.21,goiania
1989-06-01,22.81,goiania
1989-07-01,,goiania
1989-08-01,,goiania
1989-09-01,,goiania
1989-10-01,,goiania
1989-11-01,,goiania
1989-12-01,,goiania
1990-01-01,,goiania
1990-02-01,,goiania
1990-03-01,,goiania
1990-04-01,,goiania
1990-05-01,,goiania
1990-06-01,,goiania
1990-07-01,,goiania
1990-08-01,,goiania
1990-09-01,,goiania
1990-10-01,,goiania
1990-11-01,,goiania
1990-12-01,,goiania
1991-01-01,,goiania
1991-02-01,,goiania
1991-03-01,,goiania
1991-04-01,,goiania
1991-05-01,,goiania
1991-06-01,,goiania
1991-07-01,,goiania
1991-08-01,,goiania
1991-09-01,,goiania
1991-10-01,,goiania
1991-11-01,,goiania
1991-12-01,,goiania
1992-01-01,,goiania
1992-02-01,,goiania
1992-03-01,,goiania
1992-04-01,25.88,goiania
1992-05-01,24.96,goiania
1992-06-01,23.26,goiania
1992-07-01,23.59,goiania
1992-08-01,25.29,goiania
1992-09-01,,goiania
1992-10-01,,goiania
1992-11-01,,goiania
1992-12-01,,goiania
1993-01-01,,goiania
1993-02-01,,goiania
1993-03-01,,goiania
1993-04-01,,goiania
1993-05-01,,goiania
1993-06-01,,goiania
1993-07-01,,goiania
1993-08-01,,goiania
1993-09-01,,goiania
1993-10-01,,goiania
1993-11-01,,goiania
1993-12-01,,goiania
1994-01-01,,goiania
1994-02-01,,goiania
1994-03-01,,goiania
1994-04-01,,goiania
1994-05-01,,goiania
1994-06-01,,goiania
1994-07-01,,goiania
1994-08-01,,goiania
1994-09-01,,goiania
1994-10-01,,goiania
1994-11-01,,goiania
1994-12-01,,goiania
1995-01-01,25.73,goiania
1995-02-01,24.7,goiania
1995-03-01,25.94,goiania
1995-04-01,,goiania
1995-05-01,,goiania
1995-06-01,,goiania
1995-07-01,,goiania
1995-08-01,,goiania
1995-09-01,26.99,goiania
1995-10-01,27.32,goiania
1995-11-01,26.57,goiania
1995-12-01,,goiania
1996-01-01,,goiania
1996-02-01,,goiania
1996-03-01,25.87,goiania
1996-04-01,25.05,goiania
1996-05-01,23.84,goiania
1996-06-01,21.51,goiania
1996-07-01,22.44,goiania
1996-08-01,25.25,goiania
1996-09-01,26.1,goiania
1996-10-01,26.47,goiania
1996-11-01,25.04,goiania
1996-12-01,25.57,goiania
1997-01-01,24.9,goiania
1997-02-01,25.68,goiania
1997-03-01,24.7,goiania
1997-04-01,24.29,goiania
1997-05-01,22.72,goiania
1997-06-01,21.23,goiania
1997-07-01,21.78,goiania
1997-08-01,24.08,goiania
1997-09-01,26.8,goiania
1997-10-01,27.23,goiania
1997-11-01,26.74,goiania
1997-12-01,25.86,goiania
1998-01-01,26.22,goiania
1998-02-01,26.72,goiania
1998-03-01,26.88,goiania
1998-04-01,26.96,goiania
1998-05-01,23.76,goiania
1998-06-01,23.25,goiania
1998-07-01,23.35,goiania
1998-08-01,26.52,goiania
1998-09-01,27.37,goiania
1998-10-01,26.99,goiania
1998-11-01,25.57,goiania
1998-12-01,25.66,goiania
1999-01-01,26.23,goiania
1999-02-01,26.11,goiania
1999-03-01,25.94,goiania
1999-04-01,25.72,goiania
1999-05-01,23.08,goiania
1999-06-01,23.35,goiania
1999-07-01,24.33,goiania
1999-08-01,24.17,goiania
1999-09-01,26.69,goiania
1999-10-01,26.92,goiania
1999-11-01,25.59,goiania
1999-12-01,25.65,goiania
2000-01-01,25.31,goiania
2000-02-01,25.48,goiania
2000-03-01,25.59,goiania
2000-04-01,25.37,goiania
2000-05-01,23.91,goiania
2000-06-01,22.86,goiania
2000-07-01,22.01,goiania
2000-08-01,25.7,goiania
2000-09-01,25.51,goiania
2000-10-01,27.25,goiania
2000-11-01,25.03,goiania
2000-12-01,25.2,goiania
2001-01-01,25.79,goiania
2001-02-01,26.2,goiania
2001-03-01,25.58,goiania
2001-04-01,25.39,goiania
2001-05-01,23.59,goiania
2001-06-01,22.48,goiania
2001-07-01,22.99,goiania
2001-08-01,23.63,goiania
2001-09-01,25.81,goiania
2001-10-01,24.97,goiania
2001-11-01,25.15,goiania
2001-12-01,25.42,goiania
2002-01-01,25.69,goiania
2002-02-01,25.41,goiania
2002-03-01,26.02,goiania
2002-04-01,26.04,goiania
2002-05-01,24.42,goiania
2002-06-01,23.19,goiania
2002-07-01,23.85,goiania
2002-08-01,25.96,goiania
2002-09-01,25.75,goiania
2002-10-01,28.28,goiania
2002-11-01,26.54,goiania
2002-12-01,26.43,goiania
2003-01-01,25.77,goiania
2003-02-01,26.16,goiania
2003-03-01,25.67,goiania
2003-04-01,26.07,goiania
2003-05-01,23.58,goiania
2003-06-01,23.08,goiania
2003-07-01,22.74,goiania
2003-08-01,24.81,goiania
2003-09-01,26.95,goiania
2003-10-01,26.32,goiania
2003-11-01,26.1,goiania
2003-12-01,26.96,goiania
2004-01-01,25.28,goiania
2004-02-01,24.96,goiania
2004-03-01,25.6,goiania
2004-04-01,25.35,goiania
2004-05-01,23.91,goiania
2004-06-01,22.22,goiania
2004-07-01,22.34,goiania
2004-08-01,24.33,goiania
2004-09-01,27.81,goiania
2004-10-01,27.17,goiania
2004-11-01,26.44,goiania
2004-12-01,25.75,goiania
2005-01-01,25.87,goiania
2005-02-01,26.36,goiania
2005-03-01,25.99,goiania
2005-04-01,26.46,goiania
2005-05-01,23.95,goiania
2005-06-01,23.38,goiania
2005-07-01,22.99,goiania
2005-08-01,25.06,goiania
2005-09-01,27.86,goiania
2005-10-01,28.28,goiania
2005-11-01,25.78,goiania
2005-12-01,24.89,goiania
2006-01-01,26.18,goiania
2006-02-01,25.45,goiania
2006-03-01,25.62,goiania
2006-04-01,25.45,goiania
2006-05-01,23.23,goiania
2006-06-01,23.07,goiania
2006-07-01,23.21,goiania
2006-08-01,26.09,goiania
2006-09-01,26.75,goiania
2006-10-01,25.82,goiania
2006-11-01,25.89,goiania
2006-12-01,26.11,goiania
2007-01-01,26.34,goiania
2007-02-01,25.64,goiania
2007-03-01,26.53,goiania
2007-04-01,26.35,goiania
2007-05-01,24.0,goiania
2007-06-01,23.46,goiania
2007-07-01,24.08,goiania
2007-08-01,25.06,goiania
2007-09-01,28.06,goiania
2007-10-01,28.42,goiania
2007-11-01,26.78,goiania
2007-12-01,25.74,goiania
2008-01-01,25.28,goiania
2008-02-01,25.6,goiania
2008-03-01,25.27,goiania
2008-04-01,25.5,goiania
2008-05-01,23.6,goiania
2008-06-01,23.05,goiania
2008-07-01,22.45,goiania
2008-08-01,25.34,goiania
2008-09-01,26.78,goiania
2008-10-01,27.54,goiania
2008-11-01,26.31,goiania
2008-12-01,25.42,goiania
2009-01-01,26.12,goiania
2009-02-01,26.18,goiania
2009-03-01,26.28,goiania
2009-04-01,24.89,goiania
2009-05-01,24.18,goiania
2009-06-01,22.65,goiania
2009-07-01,24.14,goiania
2009-08-01,25.08,goiania
2009-09-01,26.88,goiania
2009-10-01,26.52,goiania
2009-11-01,26.64,goiania
2009-12-01,25.32,goiania
2010-01-01,26.39,goiania
2010-02-01,27.12,goiania
2010-03-01,26.38,goiania
2010-04-01,25.53,goiania
2010-05-01,24.69,goiania
2010-06-01,23.59,goiania
2010-07-01,24.37,goiania
2010-08-01,24.92,goiania
2010-09-01,28.19,goiania
2010-10-01,27.38,goiania
2010-11-01,25.58,goiania
2010-12-01,25.93,goiania
2011-01-01,25.7,goiania
2011-02-01,25.93,goiania
2011-03-01,25.38,goiania
2011-04-01,25.91,goiania
2011-05-01,24.22,goiania
2011-06-01,22.91,goiania
2011-07-01,23.64,goiania
2011-08-01,25.91,goiania
2011-09-01,27.56,goiania
2011-10-01,25.28,goiania
2011-11-01,25.17,goiania
2011-12-01,24.96,goiania
2012-01-01,24.32,goiania
2012-02-01,25.35,goiania
2012-03-01,25.96,goiania
2012-04-01,26.11,goiania
2012-05-01,23.72,goiania
2012-06-01,24.12,goiania
2012-07-01,23.32,goiania
2012-08-01,24.42,goiania
2012-09-01,27.32,goiania
2012-10-01,28.01,goiania
2012-11-01,25.87,goiania
2012-12-01,26.65,goiania
2013-01-01,25.15,goiania
2013-02-01,26.25,goiania
2013-03-01,26.5,goiania
2013-04-01,25.3,goiania
2013-05-01,24.4,goiania
2013-06-01,24.14,goiania
2013-07-01,23.3,goiania
2013-08-01,24.7,goiania
2013-09-01,26.9,goiania
2013-10-01,26.6,goiania
2013-11-01,25.79,goiania
2013-12-01,25.64,goiania
2014-01-01,26.13,goiania
2014-02-01,25.99,goiania
2014-03-01,25.43,goiania
2014-04-01,25.69,goiania
2014-05-01,24.19,goiania
2014-06-01,23.39,goiania
2014-07-01,23.14,goiania
2014-08-01,25.09,goiania
2014-09-01,28.04,goiania
2014-10-01,28.09,goiania
2014-11-01,26.44,goiania
2014-12-01,25.27,goiania
2015-01-01,27.47,goiania
2015-02-01,25.61,goiania
2015-03-01,25.27,goiania
2015-04-01,25.87,goiania
2015-05-01,24.07,goiania
2015-06-01,23.67,goiania
2015-07-01,24.02,goiania
2015-08-01,25.37,goiania
2015-09-01,28.17,goiania
2015-10-01,29.57,goiania
2015-11-01,27.67,goiania
2015-12-01,27.2,goiania
2016-01-01,25.35,goiania
2016-02-01,27.15,goiania
2016-03-01,26.75,goiania
2016-04-01,,goiania
2016-05-01,25.55,goiania
2016-06-01,23.75,goiania
2016-07-01,24.2,goiania
2016-08-01,25.75,goiania
2016-09-01,28.1,goiania
2016-10-01,27.05,goiania
2016-11-01,25.65,goiania
2016-12-01,26.33,goiania
2017-01-01,26.13,goiania
2017-02-01,25.83,goiania
2017-03-01,26.33,goiania
2017-04-01,26.18,goiania
2017-05-01,25.18,goiania
2017-06-01,23.63,goiania
2017-07-01,21.68,goiania
2017-08-01,25.53,goiania
2017-09-01,27.13,goiania
2017-10-01,28.73,goiania
2017-11-01,25.98,goiania
2017-12-01,25.32,goiania
2018-01-01,25.97,goiania
2018-02-01,25.62,goiania
2018-03-01,26.32,goiania
2018-04-01,,goiania
2018-05-01,,goiania
2018-06-01,23.77,goiania
2018-07-01,23.42,goiania
2018-08-01,25.82,goiania
2018-09-01,27.17,goiania
2018-10-01,27.27,goiania
2018-11-01,25.37,goiania
2018-12-01,26.25,goiania
2019-01-01,26.85,goiania
2019-02-01,26.3,goiania
2019-03-01,26.15,goiania
2019-04-01,25.85,goiania
2019-05-01,25.15,goiania
2019-06-01,23.4,goiania
2019-07-01,22.85,goiania
2019-08-01,25.7,goiania
2019-09-01,28.85,goiania
2019-10-01,28.3,goiania
2019-11-01,,goiania
2019-12-01,,goiania
1967-01-01,,macapa
1967-02-01,,macapa
1967-03-01,,macapa
1967-04-01,,macapa
1967-05-01,,macapa
1967-06-01,,macapa
1967-07-01,,macapa
1967-08-01,,macapa
1967-09-01,,macapa
1967-10-01,,macapa
1967-11-01,,macapa
1967-12-01,26.89,macapa
1968-01-01,26.71,macapa
1968-02-01,25.99,macapa
1968-03-01,25.33,macapa
1968-04-01,26.25,macapa
1968-05-01,25.66,macapa
1968-06-01,26.11,macapa
1968-07-01,26.3,macapa
1968-08-01,26.82,macapa
1968-09-01,27.55,macapa
1968-10-01,27.51,macapa
1968-11-01,27.42,macapa
1968-12-01,26.59,macapa
1969-01-01,26.21,macapa
1969-02-01,26.83,macapa
1969-03-01,26.6,macapa
1969-04-01,26.99,macapa
1969-05-01,27.24,macapa
1969-06-01,27.28,macapa
1969-07-01,26.89,macapa
1969-08-01,27.36,macapa
1969-09-01,27.58,macapa
1969-10-01,28.06,macapa
1969-11-01,28.16,macapa
1969-12-01,28.18,macapa
1970-01-01,27.72,macapa
1970-02-01,27.3,macapa
1970-03-01,26.25,macapa
1970-04-01,26.53,macapa
1970-05-01,26.86,macapa
1970-06-01,26.68,macapa
1970-07-01,26.67,macapa
1970-08-01,27.25,macapa
1970-09-01,27.42,macapa
1970-10-01,27.89,macapa
1970-11-01,26.93,macapa
1970-12-01,27.16,macapa
1971-01-01,26.27,macapa
1971-02-01,25.58,macapa
1971-03-01,25.55,macapa
1971-04-01,25.76,macapa
1971-05-01,25.99,macapa
1971-06-01,25.78,macapa
1971-07-01,26.22,macapa
1971-08-01,26.75,macapa
1971-09-01,26.73,macapa
1971-10-01,27.56,macapa
1971-11-01,27.57,macapa
1971-12-01,27.12,macapa
1972-01-01,25.65,macapa
1972-02-01,25.39,macapa
1972-03-01,25.66,macapa
1972-04-01,25.83,macapa
1972-05-01,26.69,macapa
1972-06-01,26.71,macapa
1972-07-01,26.72,macapa
1972-08-01,26.96,macapa
1972-09-01,27.51,macapa
1972-10-01,27.86,macapa
1972-11-01,,macapa
1972-12-01,,macapa
1973-01-01,26.32,macapa
1973-02-01,26.08,macapa
1973-03-01,26.11,macapa
1973-04-01,26.31,macapa
1973-05-01,26.09,macapa
1973-06-01,26.9,macapa
1973-07-01,26.85,macapa
1973-08-01,27.18,macapa
1973-09-01,27.34,macapa
1973-10-01,27.97,macapa
1973-11-01,27.94,macapa
1973-12-01,26.22,macapa
1974-01-01,25.89,macapa
1974-02-01,25.35,macapa
1974-03-01,25.44,macapa
1974-04-01,26.2,macapa
1974-05-01,25.72,macapa
1974-06-01,26.25,macapa
1974-07-01,26.16,macapa
1974-08-01,26.95,macapa
1974-09-01,27.41,macapa
1974-10-01,27.67,macapa
1974-11-01,27.46,macapa
1974-12-01,26.75,macapa
1975-01-01,26.16,macapa
1975-02-01,25.34,macapa
1975-03-01,26.3,macapa
1975-04-01,25.51,macapa
1975-05-01,26.16,macapa
1975-06-01,26.61,macapa
1975-07-01,26.32,macapa
1975-08-01,27.16,macapa
1975-09-01,28.09,macapa
1975-10-01,27.87,macapa
1975-11-01,27.72,macapa
1975-12-01,27.28,macapa
1976-01-01,25.67,macapa
1976-02-01,25.27,macapa
1976-03-01,25.78,macapa
1976-04-01,26.31,macapa
1976-05-01,26.63,macapa
1976-06-01,26.5,macapa
1976-07-01,26.62,macapa
1976-08-01,26.92,macapa
1976-09-01,27.27,macapa
1976-10-01,28.13,macapa
1976-11-01,27.94,macapa
1976-12-01,28.27,macapa
1977-01-01,26.32,macapa
1977-02-01,25.47,macapa
1977-03-01,26.07,macapa
1977-04-01,26.42,macapa
1977-05-01,26.64,macapa
1977-06-01,26.38,macapa
1977-07-01,26.65,macapa
1977-08-01,27.22,macapa
1977-09-01,28.07,macapa
1977-10-01,28.16,macapa
1977-11-01,28.29,macapa
1977-12-01,27.63,macapa
1978-01-01,26.23,macapa
1978-02-01,26.88,macapa
1978-03-01,26.14,macapa
1978-04-01,26.58,macapa
1978-05-01,26.86,macapa
1978-06-01,26.94,macapa
1978-07-01,26.6,macapa
1978-08-01,26.94,macapa
1978-09-01,27.53,macapa
1978-10-01,27.88,macapa
1978-11-01,28.09,macapa
1978-12-01,26.72,macapa
1979-01-01,26.61,macapa
1979-02-01,25.84,macapa
1979-03-01,,macapa
1979-04-01,26.54,macapa
1979-05-01,26.62,macapa
1979-06-01,,macapa
1979-07-01,26.95,macapa
1979-08-01,27.62,macapa
1979-09-01,27.98,macapa
1979-10-01,28.59,macapa
1979-11-01,28.41,macapa
1979-12-01,27.77,macapa
1980-01-01,26.51,macapa
1980-02-01,26.3,macapa
1980-03-01,26.23,macapa
1980-04-01,,macapa
1980-05-01,27.55,macapa
1980-06-01,27.13,macapa
1980-07-01,27.16,macapa
1980-08-01,27.63,macapa
1980-09-01,28.42,macapa
1980-10-01,28.51,macapa
1980-11-01,28.18,macapa
1980-12-01,28.05,macapa
1981-01-01,26.69,macapa
1981-02-01,27.03,macapa
1981-03-01,27.58,macapa
1981-04-01,27.84,macapa
1981-05-01,26.91,macapa
1981-06-01,27.37,macapa
1981-07-01,26.73,macapa
1981-08-01,28.08,macapa
1981-09-01,27.92,macapa
1981-10-01,,macapa
1981-11-01,28.99,macapa
1981-12-01,27.98,macapa
1982-01-01,,macapa
1982-02-01,,macapa
1982-03-01,,macapa
1982-04-01,26.7,macapa
1982-05-01,26.88,macapa
1982-06-01,27.26,macapa
1982-07-01,27.0,macapa
1982-08-01,27.43,macapa
1982-09-01,27.86,macapa
1982-10-01,28.11,macapa
1982-11-01,28.03,macapa
1982-12-01,28.14,macapa
1983-01-01,27.05,macapa
1983-02-01,27.29,macapa
1983-03-01,27.27,macapa
1983-04-01,27.6,macapa
1983-05-01,28.06,macapa
1983-06-01,27.72,macapa
1983-07-01,27.25,macapa
1983-08-01,27.89,macapa
1983-09-01,27.88,macapa
1983-10-01,27.97,macapa
1983-11-01,28.15,macapa
1983-12-01,27.69,macapa
1984-01-01,26.25,macapa
1984-02-01,25.96,macapa
1984-03-01,26.24,macapa
1984-04-01,26.09,macapa
1984-05-01,26.53,macapa
1984-06-01,26.8,macapa
1984-07-01,26.7,macapa
1984-08-01,27.5,macapa
1984-09-01,27.93,macapa
1984-10-01,28.47,macapa
1984-11-01,27.8,macapa
1984-12-01,27.4,macapa
1985-01-01,25.77,macapa
1985-02-01,25.8,macapa
1985-03-01,26.23,macapa
1985-04-01,26.39,macapa
1985-05-01,26.33,macapa
1985-06-01,26.48,macapa
1985-07-01,26.36,macapa
1985-08-01,27.18,macapa
1985-09-01,27.78,macapa
1985-10-01,28.22,macapa
1985-11-01,27.67,macapa
1985-12-01,26.56,macapa
1986-01-01,26.26,macapa
1986-02-01,25.97,macapa
1986-03-01,26.02,macapa
1986-04-01,26.36,macapa
1986-05-01,26.95,macapa
1986-06-01,26.78,macapa
1986-07-01,27.05,macapa
1986-08-01,27.75,macapa
1986-09-01,28.53,macapa
1986-10-01,28.39,macapa
1986-11-01,27.81,macapa
1986-12-01,27.55,macapa
1987-01-01,26.57,macapa
1987-02-01,26.68,macapa
1987-03-01,26.85,macapa
1987-04-01,,macapa
1987-05-01,,macapa
1987-06-01,,macapa
1987-07-01,,macapa
1987-08-01,,macapa
1987-09-01,,macapa
1987-10-01,,macapa
1987-11-01,,macapa
1987-12-01,,macapa
1988-01-01,,macapa
1988-02-01,,macapa
1988-03-01,,macapa
1988-04-01,,macapa
1988-05-01,,macapa
1988-06-01,,macapa
1988-07-01,27.15,macapa
1988-08-01,27.88,macapa
1988-09-01,28.47,macapa
1988-10-01,28.7,macapa
1988-11-01,28.43,macapa
1988-12-01,26.74,macapa
1989-01-01,26.36,macapa
1989-02-01,26.2,macapa
1989-03-01,26.09,macapa
1989-04-01,26.13,macapa
1989-05-01,26.39,macapa
1989-06-01,26.88,macapa
1989-07-01,26.84,macapa
1989-08-01,27.48,macapa
1989-09-01,28.45,macapa
1989-10-01,28.03,macapa
1989-11-01,28.21,macapa
1989-12-01,27.06,macapa
1990-01-01,26.58,macapa
1990-02-01,26.36,macapa
1990-03-01,26.8,macapa
1990-04-01,27.5,macapa
1990-05-01,27.56,macapa
1990-06-01,27.37,macapa
1990-07-01,27.43,macapa
1990-08-01,27.93,macapa
1990-09-01,28.42,macapa
1990-10-01,28.63,macapa
1990-11-01,28.1,macapa
1990-12-01,27.58,macapa
1991-01-01,25.87,macapa
1991-02-01,26.43,macapa
1991-03-01,26.61,macapa
1991-04-01,27.11,macapa
1991-05-01,27.41,macapa
1991-06-01,27.75,macapa
1991-07-01,26.85,macapa
1991-08-01,27.59,macapa
1991-09-01,28.01,macapa
1991-10-01,28.44,macapa
1991-11-01,28.39,macapa
1991-12-01,28.46,macapa
1992-01-01,27.66,macapa
1992-02-01,26.6,macapa
1992-03-01,26.67,macapa
1992-04-01,27.53,macapa
1992-05-01,27.83,macapa
1992-06-01,27.75,macapa
1992-07-01,27.23,macapa
1992-08-01,27.48,macapa
1992-09-01,27.69,macapa
1992-10-01,28.25,macapa
1992-11-01,28.12,macapa
1992-12-01,28.02,macapa
1993-01-01,26.7,macapa
1993-02-01,26.08,macapa
1993-03-01,26.39,macapa
1993-04-01,26.85,macapa
1993-05-01,27.49,macapa
1993-06-01,27.32,macapa
1993-07-01,27.42,macapa
1993-08-01,27.79,macapa
1993-09-01,28.15,macapa
1993-10-01,28.57,macapa
1993-11-01,28.12,macapa
1993-12-01,27.39,macapa
1994-01-01,26.34,macapa
1994-02-01,26.47,macapa
1994-03-01,26.62,macapa
1994-04-01,26.87,macapa
1994-05-01,26.81,macapa
1994-06-01,27.48,macapa
1994-07-01,27.17,macapa
1994-08-01,28.18,macapa
1994-09-01,28.71,macapa
1994-10-01,28.76,macapa
1994-11-01,28.42,macapa
1994-12-01,27.79,macapa
1995-01-01,26.84,macapa
1995-02-01,26.33,macapa
1995-03-01,27.25,macapa
1995-04-01,26.63,macapa
1995-05-01,27.09,macapa
1995-06-01,27.26,macapa
1995-07-01,27.47,macapa
1995-08-01,28.73,macapa
1995-09-01,,macapa
1995-10-01,,macapa
1995-11-01,27.77,macapa
1995-12-01,27.52,macapa
1996-01-01,25.68,macapa
1996-02-01,26.29,macapa
1996-03-01,25.67,macapa
1996-04-01,26.4,macapa
1996-05-01,27.0,macapa
1996-06-01,27.44,macapa
1996-07-01,27.16,macapa
1996-08-01,28.02,macapa
1996-09-01,28.5,macapa
1996-10-01,28.65,macapa
1996-11-01,28.46,macapa
1996-12-01,28.22,macapa
1997-01-01,26.49,macapa
1997-02-01,26.53,macapa
1997-03-01,26.05,macapa
1997-04-01,27.1,macapa
1997-05-01,27.59,macapa
1997-06-01,27.99,macapa
1997-07-01,27.82,macapa
1997-08-01,27.89,macapa
1997-09-01,28.58,macapa
1997-10-01,,macapa
1997-11-01,,macapa
1997-12-01,28.49,macapa
1998-01-01,27.47,macapa
1998-02-01,27.87,macapa
1998-03-01,27.25,macapa
1998-04-01,28.17,macapa
1998-05-01,28.56,macapa
1998-06-01,28.19,macapa
1998-07-01,28.01,macapa
1998-08-01,28.58,macapa
1998-09-01,29.01,macapa
1998-10-01,29.4,macapa
1998-11-01,28.73,macapa
1998-12-01,27.96,macapa
1999-01-01,27.19,macapa
1999-02-01,26.63,macapa
1999-03-01,26.71,macapa
1999-04-01,27.0,macapa
1999-05-01,26.69,macapa
1999-06-01,27.57,macapa
1999-07-01,27.54,macapa
1999-08-01,28.15,macapa
1999-09-01,28.58,macapa
1999-10-01,29.2,macapa
1999-11-01,29.03,macapa
